person_id,driving_experience_years,credit_score,vehicle_ownership,annual_mileage
536135,10-19,0.4049288507406456,1,11000
75569,20-29,0.4956283926329951,0,11000
645135,10-19,0.5149450496137513,1,11000
421596,30+,0.5032225392796313,1,9000
164636,10-19,0.7140339031205747,1,11000
405100,10-19,0.3670512395145257,0,14000
315223,20-29,0.5793929043624154,1,13000
628723,20-29,0.5584702236402418,1,10000
483693,0-9,0.2919776582051944,0,12000
416795,20-29,0.6615841421190086,1,12000
712973,0-9,0.3788290288330991,0,17000
755061,0-9,0.3740705590179875,1,15000
162614,30+,0.4593785751523136,1,13000
466761,0-9,0.4654506837575693,1,11000
498232,0-9,0.4086866980912735,1,9000
170391,20-29,0.5888021385021842,1,11000
918640,20-29,0.61502467895473,1,7000
273764,20-29,0.5464601140543317,1,8000
344228,0-9,0.737994819837278,1,17000
809278,10-19,0.4273733642706479,1,10000
128369,20-29,0.6953231970861331,0,7000
194925,0-9,0.2912344134674337,0,13000
303507,0-9,0.2441332629984765,0,11000
244931,0-9,0.5082740148521835,1,9000
570030,0-9,0.2932584812581273,1,14000
918038,10-19,0.3436417190829057,0,13000
102325,0-9,0.5033225200786,0,15000
761911,0-9,0.2027084379448271,0,11000
271656,10-19,0.665343329329833,1,12000
820690,30+,0.5386236932875669,1,9000
622930,0-9,0.4101367047885667,0,15000
81394,0-9,0.3136455846123201,1,13000
373844,0-9,0.5073241356207076,1,12000
368392,0-9,0.2095073883823189,0,14000
447175,0-9,0.4907240542637642,1,15000
182095,20-29,0.5814986743175801,1,14000
451696,0-9,0.6850359505244253,1,12000
617007,10-19,0.5128461364179456,1,10000
560773,10-19,0.6624617559275001,1,13000
438008,20-29,0.5564133152355352,1,17000
212573,0-9,0.2673466585061873,0,17000
492516,30+,0.8094112590513309,1,9000
538225,0-9,0.3679435479917757,0,11000
658402,30+,0.5033547111991341,0,11000
325516,0-9,0.5342877060116482,1,13000
905750,20-29,0.4490117755463273,1,7000
107029,20-29,0.8032523419405172,1,10000
124204,0-9,0.186185114720855,0,17000
968669,30+,0.4836380123288594,1,9000
993267,10-19,0.3858741008429725,1,14000
423938,30+,0.6343725020457226,1,11000
125168,0-9,0.3621741186724681,1,16000
525386,10-19,0.6928836357133882,1,10000
500215,30+,0.5777028525076912,1,11000
572994,20-29,0.6640650143948857,1,11000
319953,0-9,0.2828694808711571,0,13000
487355,0-9,0.4317004117968687,0,10000
232470,0-9,0.1264534313986037,1,14000
565198,0-9,0.2859976102627207,0,12000
371727,10-19,0.5430074428650375,1,15000
613091,20-29,0.7917101109944502,1,11000
88882,10-19,0.4717963087189384,0,5000
351757,10-19,0.628633149594721,0,9000
735929,0-9,0.3448180556225356,0,10000
224890,20-29,0.5478225909631781,1,15000
864601,0-9,0.3398648345906033,0,16000
485798,0-9,0.2897871439465148,0,13000
733833,0-9,0.5979347864750699,1,13000
750465,0-9,0.3692930793988261,0,14000
660556,30+,0.4171250369936769,1,9000
28109,20-29,0.570277670616915,1,7000
219960,20-29,0.5340483380212564,1,16000
76297,0-9,0.5968280062363127,1,13000
403707,20-29,0.5860627511953006,0,13000
792734,0-9,0.6168247780300146,1,9000
519764,30+,0.344957864738121,1,15000
912172,0-9,0.7154034227572682,1,10000
560068,10-19,0.4082920061533436,1,10000
126077,10-19,0.606735714725739,1,12000
220269,30+,0.5824680179178995,1,14000
856902,10-19,0.755633866133054,0,16000
241888,0-9,0.2912086260521752,0,11000
908199,10-19,0.6161117243839742,1,13000
373218,10-19,0.4712361399215783,1,12000
313500,20-29,0.5153486460517401,1,10000
919241,10-19,0.507690848953627,1,7000
647888,10-19,0.509910296776192,0,13000
161832,0-9,0.5038597346352107,0,11000
476769,20-29,0.577135941672739,0,7000
447424,20-29,0.5778131836961647,1,12000
201707,20-29,0.4953502835315234,1,9000
903320,0-9,0.4526765592626403,0,12000
486639,0-9,0.6164262036016749,1,11000
252686,10-19,0.3457261884790099,1,13000
233200,0-9,0.5841273528155413,0,14000
667165,20-29,0.6117018176344066,0,9000
950296,30+,0.5458900735115071,1,15000
243888,10-19,0.1436568483193364,0,17000
605896,10-19,0.3262403387046744,1,13000
871858,0-9,0.2806543806481637,0,14000
319494,0-9,0.7306774626064182,1,13000
959164,0-9,0.5783712166428834,1,13000
675192,10-19,0.4816627514207715,1,10000
546719,10-19,0.2516227091679711,0,12000
96803,20-29,0.5872893810932033,1,12000
37956,10-19,0.5573996021834157,1,6000
739932,0-9,0.4289832028689519,0,12000
103308,30+,0.6403236933748687,1,9000
824793,10-19,0.4466473449579012,1,10000
487034,10-19,0.2710642145687786,1,14000
253078,10-19,0.5655780916935856,1,12000
587387,10-19,0.381262306885702,1,9000
334556,0-9,0.6391281575503801,1,10000
732295,20-29,0.6862027857536264,1,14000
933941,10-19,0.4259830675931939,0,14000
871263,10-19,0.5838061362917646,1,11000
864717,30+,0.5873165927562172,1,11000
565346,0-9,0.566843891896652,1,16000
718626,10-19,0.6237655956418446,0,12000
921816,20-29,0.8336684211611398,1,13000
431031,0-9,0.4842558344936022,0,13000
200636,10-19,0.6618055009919552,1,14000
22475,0-9,0.5905674346205279,1,11000
254814,10-19,0.4378786301039939,1,11000
799392,0-9,0.4010182348532662,1,11000
408048,0-9,0.5360001927513722,1,12000
312015,20-29,0.8748299910505895,1,15000
280243,20-29,0.6068501228266245,1,12000
161784,0-9,0.2076497221944782,0,11000
979772,30+,0.6019296536623298,1,6000
297613,0-9,0.6600195827192816,1,12000
178142,10-19,0.5739100548968327,1,11000
622497,0-9,0.4611558624028447,1,12000
342957,0-9,0.5411543588314012,1,9000
821985,30+,0.7896637075334306,1,7000
810334,10-19,0.6261539579803245,1,8000
818305,10-19,0.4826533172678877,1,11000
586430,10-19,0.6277262155079715,0,10000
662672,10-19,0.4351936688486559,0,13000
770081,10-19,0.4676859181203905,0,17000
787457,10-19,0.4064304948022721,1,15000
527739,10-19,0.4287285121728106,1,14000
571298,0-9,0.7403410730107258,1,9000
701289,20-29,0.7297169089422261,1,15000
879256,0-9,0.4040051987550686,0,9000
649732,10-19,0.530349303316289,1,10000
855779,20-29,0.597964121410427,1,12000
625532,10-19,0.3481526200753498,0,12000
3025,10-19,0.6013122510598804,1,8000
683267,0-9,0.5664369365922711,0,10000
969959,10-19,0.4328792985209903,1,14000
912505,10-19,0.5765924303012139,0,16000
298912,30+,0.7265435592483527,1,16000
336753,30+,0.3479315814537255,0,12000
667341,0-9,0.431177855086253,1,16000
790649,0-9,0.5549228533835855,0,12000
967869,20-29,0.5496378489364446,1,12000
806032,0-9,0.3264636475532248,0,14000
648666,10-19,0.5289956747622162,0,9000
21860,0-9,0.5125630718902512,1,12000
983493,10-19,0.4233770903561658,0,10000
916881,10-19,0.3943709791327737,0,13000
381852,0-9,0.4917990064486278,0,14000
937208,20-29,0.6049973930028122,1,13000
95412,20-29,0.7080741498657761,1,10000
157650,0-9,0.5608602241643745,0,15000
84004,20-29,0.7582763049169894,1,9000
46700,20-29,0.6970379976874882,1,15000
650982,10-19,0.6441497497980374,1,12000
495635,20-29,0.5082183942474046,0,9000
471169,10-19,0.696136173927799,1,13000
725883,10-19,0.4715767933840966,1,12000
425246,10-19,0.4623747202774952,0,14000
887542,10-19,0.5096553789344698,0,9000
541272,20-29,0.4178900827649721,0,10000
826670,0-9,0.6901480984334583,1,7000
574624,10-19,0.5619369424716061,0,12000
453895,20-29,0.6426937467690333,1,10000
111851,30+,0.6045001028396074,1,13000
47628,10-19,0.4347996406673757,1,11000
708828,20-29,0.5598309463350708,1,7000
819883,10-19,0.4439520209197586,1,9000
232634,0-9,0.4163929572947172,1,11000
892258,30+,0.5294607648450482,1,10000
243010,0-9,0.4186940795440341,0,8000
368602,30+,0.7018912453366748,1,8000
623636,10-19,0.6847622988569981,0,14000
757103,10-19,0.5200147589908034,0,15000
375862,20-29,0.5756575676623218,1,12000
732956,10-19,0.5527408665056415,0,16000
774402,0-9,0.4503293443741408,1,13000
656626,0-9,0.5641567210231543,1,13000
816938,0-9,0.3707923839557827,0,13000
440294,20-29,0.5990163189686176,0,12000
792276,30+,0.6420966704689359,1,12000
951251,0-9,0.5628390017690811,1,10000
395570,0-9,0.3864070820443329,0,16000
736323,0-9,0.336185325210513,0,9000
725583,20-29,0.7367504567066312,1,15000
954412,0-9,0.3260615480435063,0,10000
931629,0-9,0.397676854501618,0,12000
255230,10-19,0.5639397587703121,1,13000
31403,10-19,0.4183694551552955,1,11000
136957,0-9,0.6404242968082149,1,5000
58535,0-9,0.4393528235041638,0,8000
592584,10-19,0.5943032701755666,1,8000
263154,10-19,0.5343435230995932,0,14000
842364,0-9,0.6655749122210538,1,12000
687419,10-19,0.6299704413933573,1,11000
306684,0-9,0.373351589323795,1,12000
883009,10-19,0.5171035570230498,1,14000
74704,10-19,0.642882122148452,1,14000
142973,0-9,0.5973913732761367,0,16000
100513,0-9,0.6807929771269291,1,9000
984062,0-9,0.5336007026250289,0,14000
538916,0-9,0.4151650937990213,1,13000
881409,30+,0.4063253015050549,1,16000
967125,30+,0.6553212691451817,1,10000
530396,0-9,0.4859557534361004,1,13000
456215,0-9,0.6523115255341311,0,14000
464357,20-29,0.8326489563639781,0,10000
28229,0-9,0.3054650662533321,1,13000
577557,10-19,0.4377852852275526,1,15000
29218,0-9,0.5153334590011482,0,12000
850080,20-29,0.6941612293684088,1,13000
851438,10-19,0.5002226512120536,0,9000
75241,10-19,0.3908216889202105,1,10000
292051,10-19,0.4743758463221647,1,15000
155114,0-9,0.4306990683368308,1,13000
786259,10-19,0.5581335428975873,1,9000
444073,0-9,0.4723364781950884,1,15000
55182,10-19,0.5178262960914578,1,10000
611274,10-19,0.2410288502358532,1,11000
97079,20-29,0.1658168281115772,0,9000
178185,0-9,0.4436898161806707,0,14000
857849,20-29,0.6202129247986814,1,9000
26255,0-9,0.6412526439911048,1,10000
787417,0-9,0.2742553244192166,0,16000
993623,0-9,0.3994260117649263,1,9000
372474,20-29,0.432834683124666,1,13000
106981,10-19,0.3583071816607221,1,12000
220243,20-29,0.7534863598137707,0,10000
784778,20-29,0.492497095519908,1,12000
278151,10-19,0.5892665943313239,1,16000
481388,0-9,0.335178252213134,0,12000
827198,20-29,0.6386684047122491,1,8000
55712,0-9,0.6423132057980685,0,14000
748080,10-19,0.7259387452028894,1,14000
877703,10-19,0.5250861267141177,1,14000
402240,0-9,0.4153303916861797,0,10000
191449,0-9,0.4192746833461698,1,15000
304034,30+,0.4543385633149859,1,12000
915799,20-29,0.4377567029047853,1,6000
580249,30+,0.5295651241224668,1,12000
166102,20-29,0.5264143768112814,1,12000
455260,10-19,0.3703704548445514,1,9000
137502,20-29,0.4930343474504576,0,10000
147076,0-9,0.3633869168282996,0,13000
447397,20-29,0.5770224047697959,1,17000
968169,10-19,0.4184594364748849,0,12000
573424,10-19,0.5612213429105586,1,12000
94746,0-9,0.3329839492906544,0,15000
858153,20-29,0.6032046949686207,1,8000
658967,0-9,0.5649717966582063,1,14000
829242,10-19,0.4399253543767155,1,10000
57521,20-29,0.3961106587270909,1,14000
389871,0-9,0.5364485918496174,1,10000
766476,20-29,0.4283474492507223,0,14000
37701,10-19,0.3502986756122059,0,13000
678182,0-9,0.5508169075157366,0,11000
357428,10-19,0.6161564595102141,1,8000
16345,0-9,0.7225984079757813,1,11000
380072,0-9,0.3661697993399885,1,14000
202978,10-19,0.5822851794425411,1,12000
444245,0-9,0.6137584322972865,0,11000
672478,10-19,0.6023013846225884,1,11000
284939,30+,0.6741638934694225,1,13000
385568,20-29,0.5359217109364904,1,9000
769261,10-19,0.5689390308399636,1,9000
559890,0-9,0.7666604791991664,1,11000
326316,20-29,0.8147964340698576,1,8000
574525,0-9,0.2397431027218714,0,19000
44924,10-19,0.6619768318362518,1,8000
877892,0-9,0.7044732697996905,1,8000
790141,10-19,0.4252740519253045,0,12000
236395,10-19,0.2880436023985726,0,16000
856269,20-29,0.4433163492804039,1,11000
979902,0-9,0.4597597327563366,1,16000
734217,30+,0.5864390926529277,1,9000
103367,20-29,0.5972652576753138,1,13000
946258,10-19,0.6550240064494428,1,9000
108490,0-9,0.481095464318813,1,17000
35975,0-9,0.4401334295045821,1,15000
286318,20-29,0.5268062926565421,0,15000
333970,20-29,0.5159345016123729,1,13000
145697,0-9,0.3727413985220319,1,6000
826708,10-19,0.5263058774047339,1,14000
334482,0-9,0.3987767871796487,0,15000
803266,0-9,0.7120225483789888,1,15000
19261,0-9,0.3242128570443056,1,11000
291075,20-29,0.5261674021492678,1,12000
433426,0-9,0.2278673119725114,0,16000
289772,0-9,0.4296872807233908,1,10000
927179,10-19,0.3276112232724698,0,13000
976974,0-9,0.5163833193499547,1,6000
615312,10-19,0.6675115716369286,1,10000
456321,0-9,0.417725758286916,0,9000
775,30+,0.7117532279720963,1,10000
620196,20-29,0.6018666157702437,1,9000
510560,10-19,0.4092884350839005,1,13000
631945,10-19,0.7184007432140638,1,8000
457682,0-9,0.2877500132860095,0,10000
202964,10-19,0.3759100588244699,0,8000
2375,10-19,0.3968410195135481,0,13000
730415,0-9,0.4761858212677493,1,12000
749543,0-9,0.4491576896423744,1,15000
930990,10-19,0.4637010602419435,1,16000
455333,0-9,0.6672969565631758,0,9000
738554,0-9,0.2284575219722873,1,14000
378210,0-9,0.4548222032963962,0,9000
772502,0-9,0.2716129810741211,0,14000
994772,20-29,0.5723973007903935,1,10000
881849,20-29,0.4584332708673702,1,13000
39296,0-9,0.4611083027459475,1,9000
603433,10-19,0.5835233024083778,1,11000
882026,20-29,0.3236713091433241,0,14000
238126,0-9,0.502503312527169,1,7000
110747,10-19,0.5366328650238356,1,9000
402988,10-19,0.7417184644820252,1,11000
65338,30+,0.6129604938167941,1,16000
322984,0-9,0.6785547828102435,1,13000
124236,10-19,0.5140972426455589,1,13000
245004,10-19,0.7351283436011039,1,11000
942949,10-19,0.4678288191596727,1,8000
877595,0-9,0.7184794895957197,1,15000
623455,0-9,0.5467329780323261,1,12000
138425,0-9,0.4910372690145043,1,12000
125702,20-29,0.5119806243563929,0,9000
911755,20-29,0.4471842921249161,1,16000
297583,20-29,0.764296108156162,1,14000
351854,10-19,0.5492042682629945,1,14000
908318,10-19,0.4397172411112439,0,11000
801470,10-19,0.5162483226846594,1,15000
843505,10-19,0.2730802145626825,1,11000
74575,10-19,0.2095867357182056,0,16000
670220,0-9,0.6140833644712265,1,11000
551000,20-29,0.6249151692479712,1,12000
741897,0-9,0.3235317279702856,1,13000
483174,0-9,0.4801721956073917,1,14000
131420,0-9,0.5628882788617214,1,8000
271098,0-9,0.3592160443049964,0,6000
511051,10-19,0.5543453228047174,1,11000
985811,30+,0.6012662894827044,1,10000
85826,0-9,0.3846421210625193,0,7000
733410,0-9,0.3989693971730201,0,16000
701507,0-9,0.6595566695934808,1,10000
760210,0-9,0.5264201359447848,1,13000
420204,20-29,0.7459522237963077,1,9000
856867,0-9,0.5593426171631724,0,12000
899785,20-29,0.4837317247696164,1,8000
3396,20-29,0.4001777578861137,1,11000
442295,0-9,0.4290269042286189,0,13000
860165,10-19,0.5899730349102439,0,9000
3643,0-9,0.3277602763703803,0,16000
732109,10-19,0.3713486447309336,0,13000
906608,0-9,0.5474920377636142,1,9000
393826,20-29,0.4411942138622648,1,12000
189740,10-19,0.5817211016124444,0,13000
532841,10-19,0.5338073973882299,1,14000
853929,0-9,0.5514128274320477,1,9000
43773,30+,0.352051802438166,1,11000
748793,0-9,0.5185680321634177,0,10000
664908,20-29,0.7787343270386715,1,9000
119593,0-9,0.3847612768204737,0,16000
966113,0-9,0.5131630001638587,0,13000
89090,10-19,0.6826905787793902,0,15000
931351,30+,0.6952954138630036,0,11000
538716,10-19,0.337636945769008,1,15000
812013,0-9,0.5543324832516767,1,13000
736366,30+,0.5666769166615836,1,9000
496206,20-29,0.6792241704003094,1,11000
263890,20-29,0.6735746205526248,1,10000
373953,0-9,0.4857196085460185,1,11000
412526,0-9,0.6182853533570225,1,14000
868060,30+,0.6272582619884957,0,14000
629030,0-9,0.4851476729277822,1,12000
902206,20-29,0.3439533598074643,0,10000
586895,20-29,0.4213456534000116,0,11000
432813,0-9,0.4625574363413208,1,13000
412666,20-29,0.5986464420361814,1,9000
857882,30+,0.5054256303588411,1,9000
169712,0-9,0.5723946620910344,1,11000
805808,10-19,0.4153851993182952,1,12000
382504,10-19,0.5277511095120083,1,13000
800261,10-19,0.3243949378636534,1,13000
457638,0-9,0.6628379984244296,1,14000
594430,10-19,0.7697278517391074,1,11000
793952,10-19,0.6464070899737208,1,9000
20645,20-29,0.6553512480035613,1,10000
708649,10-19,0.4692142872658621,1,14000
830889,10-19,0.6947694134154674,1,12000
724739,0-9,0.6775390802967439,1,11000
33697,10-19,0.4530972145117041,0,18000
435205,30+,0.7221818449302557,1,11000
496098,0-9,0.6544694768557214,1,11000
20669,0-9,0.3950115862707416,0,14000
527774,0-9,0.5183938639703694,1,16000
404128,30+,0.6609260399515023,1,10000
439480,20-29,0.5532710588297743,1,12000
621010,0-9,0.3627913211631439,0,14000
353690,30+,0.7849182244108481,0,18000
112838,0-9,0.4011660534038928,1,11000
190804,0-9,0.3339028271934227,0,10000
663470,10-19,0.2578544935681773,0,15000
629803,0-9,0.2971256597689672,0,14000
84243,0-9,0.4402008550887251,0,16000
899894,10-19,0.2453077144694729,0,16000
758470,20-29,0.7106302968316526,1,11000
517351,0-9,0.5321389282217026,0,10000
812159,30+,0.5523028069815071,0,13000
313107,0-9,0.6230862254029852,1,16000
981198,10-19,0.6815230265186409,1,9000
144973,0-9,0.4929263167585091,1,11000
674108,20-29,0.7588589638778033,1,11000
107843,0-9,0.4594935675669665,1,11000
118824,0-9,0.3274758663014018,0,13000
309430,20-29,0.4730207468491802,1,13000
211543,0-9,0.4068950907620184,0,17000
994291,0-9,0.5340553977378382,1,10000
997014,0-9,0.4723554796185506,0,12000
517032,10-19,0.4757700837178347,0,11000
597978,10-19,0.4649754786745904,1,15000
45019,0-9,0.6714519317340388,0,14000
462574,0-9,0.3171971946467171,0,16000
962015,0-9,0.5431550853251759,0,13000
253678,10-19,0.2860896047851427,0,7000
692697,10-19,0.4255236483019129,1,9000
929521,10-19,0.5865612240958681,1,14000
964716,0-9,0.4451711249556711,0,8000
563264,0-9,0.3008642444475923,1,17000
129280,30+,0.6722393801946255,1,11000
415020,0-9,0.492009785043389,1,13000
429468,10-19,0.2985615547694567,1,13000
679338,10-19,0.4902290213300943,1,8000
451103,20-29,0.4861193938777199,0,10000
932826,10-19,0.6831120926846176,1,11000
765652,30+,0.5612694270227846,1,15000
186,0-9,0.4703939447316599,0,8000
62930,10-19,0.5647194671204686,0,9000
197936,20-29,0.6623549081430589,1,11000
236019,30+,0.6822652619147225,1,11000
184376,20-29,0.4815552473106616,1,13000
186552,20-29,0.4951101498758074,1,10000
519425,30+,0.6306806950888181,1,12000
108122,0-9,0.2522091360163383,0,16000
936450,20-29,0.6170091118547167,1,7000
529009,0-9,0.4886425329217525,1,12000
833844,30+,0.6050403550582458,1,11000
91848,20-29,0.6717100870579658,1,10000
960784,20-29,0.6100432190746569,1,9000
342618,0-9,0.4908173074873918,0,10000
453418,10-19,0.6898557481349145,1,9000
172677,10-19,0.6805790358149334,1,10000
350213,0-9,0.3762128532654633,1,15000
427060,30+,0.6074660885575695,1,11000
202943,0-9,0.3258894553264021,1,12000
551323,0-9,0.6428911507913367,1,15000
38580,0-9,0.3249858221459045,1,15000
193387,0-9,0.6114875987420983,1,9000
26228,20-29,0.6741873673026819,1,7000
135509,10-19,0.6597861113624699,1,13000
818522,20-29,0.4972300723518808,1,15000
372874,10-19,0.4929078849478778,0,17000
540632,10-19,0.5775147742265758,1,16000
45157,0-9,0.292372046730257,0,11000
70979,0-9,0.3965531992211328,0,7000
668552,10-19,0.3851192075283321,0,17000
621262,20-29,0.4974103899565097,1,12000
976455,0-9,0.5122784279344629,0,12000
816614,10-19,0.5371008543579416,1,9000
558961,10-19,0.4264590850148064,1,10000
840221,10-19,0.5770052255385658,1,9000
659990,10-19,0.6720414032404887,1,14000
518694,10-19,0.6391950289541595,1,10000
305388,0-9,0.5253374353831595,1,12000
965555,10-19,0.5305724568083574,1,8000
589113,30+,0.4429112897612818,1,13000
992359,0-9,0.4030959607049746,0,15000
956388,0-9,0.5825241940039297,1,11000
752140,10-19,0.5368092797791182,1,10000
148832,10-19,0.342387746877925,0,16000
789148,20-29,0.608886215665948,1,13000
