person_id,speeding_violations,duis,past_accidents,outcome
416795,5,0,0,0
712973,0,0,0,1
755061,0,0,0,1
162614,1,0,5,0
466761,0,0,0,0
498232,0,0,0,1
170391,2,0,2,0
918640,3,1,0,0
273764,1,0,1,0
344228,0,0,0,0
809278,3,0,0,0
128369,3,1,1,0
194925,0,0,0,1
303507,0,0,0,1
244931,0,0,0,0
570030,0,0,0,0
918038,0,1,0,1
102325,0,0,0,1
761911,0,0,0,1
271656,1,0,0,0
820690,8,0,5,0
622930,0,0,0,0
81394,0,0,0,0
373844,0,0,0,0
368392,0,0,0,1
447175,0,0,0,1
182095,5,0,0,0
451696,0,0,0,1
617007,4,0,2,0
560773,1,0,1,0
438008,1,0,4,0
212573,0,0,0,0
492516,5,0,4,0
538225,0,0,0,0
658402,5,0,3,0
325516,0,0,0,0
905750,7,0,1,1
107029,2,0,3,0
124204,0,0,0,1
968669,4,1,2,0
993267,0,1,0,0
423938,11,1,5,0
125168,0,0,0,1
525386,2,0,1,0
500215,2,0,3,0
572994,0,1,1,0
319953,0,0,0,1
487355,0,0,0,1
232470,0,0,0,1
565198,0,0,0,1
371727,1,0,1,0
613091,5,0,2,0
88882,0,0,2,0
351757,0,1,2,1
735929,0,0,0,1
224890,5,0,1,0
864601,0,0,0,1
485798,0,0,0,0
733833,0,0,0,1
750465,0,0,0,1
660556,6,1,6,0
28109,5,1,4,0
219960,1,0,0,1
76297,0,0,0,0
403707,2,1,0,0
792734,0,0,0,0
519764,7,0,0,0
912172,0,0,0,0
560068,1,0,1,1
126077,1,0,2,0
220269,1,1,3,0
856902,0,0,0,1
241888,0,0,0,1
908199,0,0,0,0
373218,0,0,0,0
313500,1,0,2,0
919241,3,1,4,0
647888,0,0,1,0
161832,0,0,0,1
476769,4,0,3,0
447424,3,2,4,0
201707,4,1,2,0
903320,0,0,0,1
486639,0,0,0,1
252686,2,0,1,0
233200,0,0,0,1
667165,5,0,1,0
950296,1,0,0,1
243888,1,0,1,0
605896,2,0,0,1
871858,0,0,0,1
319494,0,0,0,0
959164,0,0,0,1
675192,2,0,1,0
546719,2,1,1,0
96803,1,0,1,0
37956,1,0,0,0
739932,0,0,0,1
103308,5,0,4,0
824793,5,0,1,0
487034,0,0,4,0
253078,0,0,0,0
587387,3,0,2,0
334556,0,0,0,0
732295,0,0,3,0
933941,0,0,1,0
871263,0,0,0,0
864717,3,1,7,0
565346,0,0,0,1
718626,0,0,1,0
921816,2,0,0,0
431031,0,0,0,1
200636,1,0,0,0
22475,0,0,0,0
254814,3,0,0,0
799392,0,0,0,0
408048,0,0,0,0
312015,0,0,1,0
280243,0,0,1,0
161784,0,0,0,1
979772,6,1,1,0
297613,0,0,0,0
178142,1,0,4,0
622497,0,0,0,1
342957,0,0,0,0
821985,8,0,5,0
810334,0,0,0,0
818305,1,0,2,0
586430,0,0,4,0
662672,2,0,2,1
770081,2,0,1,0
787457,2,0,1,0
527739,2,0,0,0
571298,0,0,0,1
701289,0,0,1,0
879256,0,0,0,0
649732,1,1,3,0
855779,1,0,2,0
625532,1,0,1,0
3025,2,0,0,0
683267,0,0,0,1
969959,0,2,0,0
912505,2,0,0,1
298912,1,1,0,0
336753,5,1,5,0
667341,0,0,0,0
790649,0,0,0,0
967869,3,0,0,0
806032,0,0,0,1
648666,2,0,1,1
21860,0,0,0,1
983493,0,0,0,0
916881,3,0,0,0
381852,0,0,0,1
937208,2,1,0,0
95412,1,0,4,0
157650,0,0,0,1
84004,1,1,1,0
46700,4,0,4,0
650982,0,0,2,0
495635,4,1,1,0
471169,3,0,1,0
725883,0,1,0,0
425246,2,1,0,0
887542,1,0,3,0
541272,4,0,3,0
826670,0,0,0,0
574624,3,0,0,0
453895,1,0,3,0
111851,3,1,3,0
47628,2,0,0,0
708828,1,0,0,0
819883,3,1,1,0
232634,0,0,0,1
892258,13,0,1,0
243010,0,0,0,1
368602,3,1,7,0
623636,1,0,2,0
757103,2,0,1,0
375862,4,0,1,0
732956,0,0,3,1
774402,0,0,0,0
656626,0,0,0,0
816938,0,0,0,1
440294,2,0,4,0
792276,5,1,2,0
951251,0,0,0,0
395570,0,0,0,1
736323,0,0,0,1
725583,3,0,3,0
954412,0,0,0,1
931629,0,0,0,1
255230,2,1,1,0
31403,1,0,1,0
136957,0,0,0,1
58535,0,0,0,1
592584,0,0,1,0
263154,0,0,0,1
842364,0,0,0,0
687419,1,1,2,0
306684,0,0,0,1
883009,2,1,3,0
74704,0,0,1,0
142973,0,0,0,1
100513,0,0,0,0
984062,0,0,0,1
538916,0,0,0,0
881409,6,1,1,0
967125,5,0,2,0
530396,0,0,0,1
456215,0,0,0,1
464357,1,2,2,0
28229,0,0,0,1
577557,1,0,1,0
29218,0,0,0,1
850080,1,0,0,0
851438,3,0,0,1
75241,1,0,0,0
292051,2,0,0,0
155114,0,0,0,1
786259,4,1,1,1
444073,0,0,0,1
55182,2,0,0,0
611274,2,0,1,0
97079,7,0,3,0
178185,0,0,0,1
857849,1,0,2,0
26255,0,0,0,0
787417,0,0,0,1
993623,0,0,0,0
372474,1,0,0,0
106981,0,0,1,0
220243,1,0,2,0
784778,7,1,2,0
278151,0,0,2,0
481388,0,0,0,1
827198,6,0,3,0
55712,0,0,0,1
748080,1,1,0,0
877703,1,0,0,0
402240,0,0,0,1
191449,0,0,0,1
304034,5,0,6,0
915799,3,1,8,0
580249,3,1,4,0
166102,2,1,3,0
455260,1,0,0,0
137502,3,0,4,0
147076,0,0,0,1
447397,1,0,0,0
968169,0,0,0,0
573424,2,0,1,1
94746,0,0,0,1
858153,1,0,1,0
658967,0,0,0,0
829242,2,0,3,0
57521,0,1,0,0
389871,0,0,0,0
766476,2,0,0,0
37701,0,1,1,1
678182,0,0,0,1
357428,1,0,0,0
16345,0,0,0,1
380072,0,0,0,1
202978,0,0,4,0
444245,0,0,0,0
672478,2,0,0,1
284939,3,0,5,0
385568,3,0,1,0
769261,0,0,1,0
559890,0,0,0,1
326316,3,0,1,0
574525,0,0,0,1
44924,0,0,1,0
877892,0,0,0,0
790141,2,0,0,1
236395,1,0,1,0
856269,2,0,2,0
979902,0,0,0,0
734217,3,2,5,0
103367,4,1,2,0
946258,1,0,2,0
108490,0,0,0,1
35975,0,0,0,0
286318,0,0,3,0
333970,0,0,2,0
145697,0,0,0,1
826708,3,0,0,0
334482,0,0,0,1
803266,0,0,0,1
19261,0,0,0,0
291075,1,0,3,0
433426,0,0,0,1
289772,0,0,0,0
927179,0,1,0,1
976974,0,0,0,0
615312,0,0,1,0
456321,0,0,0,1
775,2,0,0,0
620196,1,0,3,0
510560,1,0,0,0
631945,2,0,1,0
457682,0,0,0,0
202964,0,1,2,0
2375,0,1,0,1
730415,0,0,0,0
749543,0,0,0,0
930990,0,0,0,0
455333,0,0,0,0
738554,0,0,0,0
378210,0,0,0,1
772502,0,0,0,1
994772,3,0,1,0
881849,1,0,2,0
39296,0,0,0,0
603433,0,1,0,1
882026,2,1,1,0
238126,0,0,0,0
110747,0,0,3,0
402988,0,0,0,0
65338,3,0,1,0
322984,0,0,0,0
124236,0,0,0,0
245004,3,1,0,0
942949,4,1,0,0
877595,0,0,0,1
623455,0,0,0,1
138425,0,0,0,1
125702,7,3,0,0
911755,1,1,2,1
297583,3,0,3,0
351854,0,0,3,0
908318,1,0,1,1
801470,0,1,1,1
843505,0,0,3,0
74575,1,0,0,0
670220,0,0,0,0
551000,2,0,1,0
741897,0,0,0,1
483174,0,0,0,1
131420,0,0,0,1
271098,0,0,0,0
511051,1,2,2,0
985811,12,1,1,0
85826,0,0,0,1
733410,0,0,0,1
701507,0,0,0,0
760210,0,0,0,0
420204,2,0,3,0
856867,0,0,0,0
899785,1,0,6,0
3396,1,0,1,1
442295,0,0,0,1
860165,1,0,0,1
3643,0,0,0,1
732109,2,0,0,1
906608,0,0,0,0
393826,2,0,1,0
189740,2,0,0,0
532841,1,0,2,1
853929,0,0,0,0
43773,1,0,3,0
748793,0,0,0,1
664908,4,0,4,0
119593,0,0,0,0
966113,0,0,0,1
89090,0,0,2,0
931351,1,0,1,0
538716,1,1,1,0
812013,0,0,0,1
736366,5,1,1,0
496206,2,1,6,0
263890,1,0,2,0
373953,0,0,0,0
412526,0,0,0,1
868060,2,0,3,0
629030,0,0,0,1
902206,1,0,6,0
586895,2,0,2,0
432813,0,0,0,0
412666,6,0,6,0
857882,4,1,0,0
169712,0,0,0,0
805808,0,0,1,0
382504,0,0,0,0
800261,0,0,0,0
457638,0,0,0,1
594430,2,0,0,0
793952,4,0,1,1
20645,1,0,0,0
708649,1,0,1,0
830889,1,0,0,0
724739,0,0,0,0
33697,3,0,1,1
435205,2,0,1,0
496098,0,0,0,0
20669,0,0,0,1
527774,0,0,0,0
404128,15,1,4,0
439480,1,3,1,0
621010,0,0,0,1
353690,0,0,2,0
112838,0,0,0,0
190804,0,0,0,1
663470,0,0,0,1
629803,0,0,0,1
84243,0,0,0,1
899894,0,0,0,1
758470,5,1,3,0
517351,0,0,0,0
812159,1,0,2,0
313107,0,0,0,0
981198,1,0,0,0
144973,0,0,0,0
674108,4,0,3,0
107843,0,0,0,0
118824,0,0,0,1
309430,3,0,3,0
211543,0,0,0,1
994291,0,0,0,1
997014,0,0,0,1
517032,2,0,1,0
597978,1,1,2,0
45019,0,0,0,0
462574,0,0,0,1
962015,0,0,0,1
253678,1,0,1,0
692697,1,0,0,0
929521,2,0,3,0
964716,0,0,0,1
563264,0,0,0,1
129280,0,0,1,0
415020,0,0,0,0
429468,1,0,0,0
679338,6,0,1,0
451103,3,1,3,0
932826,0,0,0,0
765652,3,0,4,0
186,0,0,0,0
62930,2,1,0,0
197936,4,0,2,0
236019,3,0,6,0
184376,4,0,1,0
186552,5,0,2,0
519425,0,0,2,0
108122,0,0,0,1
936450,0,0,1,0
529009,0,0,0,1
833844,4,1,5,0
91848,5,1,1,0
960784,3,1,0,0
342618,0,0,0,0
453418,1,0,1,0
172677,1,1,3,0
350213,0,0,0,0
427060,0,1,1,0
202943,0,0,0,1
551323,0,0,0,0
38580,0,0,0,1
193387,0,0,0,1
26228,1,0,1,0
135509,1,0,0,0
818522,3,0,2,0
372874,0,0,0,0
540632,2,1,0,0
45157,0,0,0,1
70979,0,0,0,1
668552,0,0,1,1
621262,1,0,1,0
976455,0,0,0,0
816614,3,1,1,0
558961,1,1,2,0
840221,2,0,1,0
659990,1,0,4,0
518694,6,1,1,0
305388,0,0,0,0
965555,1,0,0,0
589113,6,0,4,0
992359,0,0,0,0
956388,0,0,0,0
752140,4,1,2,1
148832,1,0,0,1
789148,1,0,4,0
849512,2,0,1,0
9905,0,0,0,0
989673,3,2,6,0
34367,0,0,0,1
894225,0,0,0,1
415401,0,0,1,0
746070,1,1,0,0
588914,0,0,0,1
963221,2,0,1,0
162234,0,1,1,0
278500,2,0,4,0
869386,0,0,1,0
163162,1,0,1,0
202791,0,0,0,1
970398,3,1,1,0
428267,7,0,1,0
894548,0,0,0,1
822297,3,1,7,0
776868,1,0,5,0
247573,0,0,1,0
625221,0,0,0,0
158028,0,0,0,0
10217,2,0,4,0
498650,0,0,0,0
897708,2,0,0,1
361846,6,0,4,0
714908,1,0,1,0
938070,1,1,0,0
474190,10,0,2,0
944620,0,0,0,1
66528,0,0,1,1
93756,1,0,0,0
938705,4,0,4,0
481169,1,0,0,0
890778,4,0,3,0
275062,0,0,0,0
958992,2,0,0,0
84982,1,2,0,0
1924,1,1,1,0
148601,5,2,4,0
164381,0,0,0,0
215945,1,0,3,0
472589,7,1,2,0
67880,1,0,3,0
873673,0,0,0,0
152123,0,0,3,0
489823,0,0,0,1
336494,0,0,0,0
972020,0,1,0,0
260201,1,0,1,0
928536,0,0,0,1
615428,2,1,1,0
112063,0,1,0,0
172803,0,0,0,0
54408,0,0,0,1
10119,0,0,0,1
575992,13,0,1,0
525723,3,0,2,0
75918,0,0,0,0
222805,2,0,3,0
337651,1,0,1,0
610663,0,0,2,0
514238,5,2,1,0
821534,1,0,0,0
127550,0,0,0,1
509284,0,1,0,0
639522,5,0,2,0
979350,0,0,0,0
396727,0,0,0,0
512169,3,0,1,0
677467,0,0,0,1
725657,3,0,0,0
364101,1,2,0,0
912887,0,0,0,1
265974,7,0,5,0
134867,3,0,1,0
419303,1,0,2,0
161165,0,0,0,0
491650,0,0,0,0
268752,0,0,0,1
454701,2,1,2,0
568053,10,0,2,0
294350,5,0,0,1
337986,0,0,0,0
77771,7,0,0,0
573078,0,0,0,1
214200,0,0,2,0
962680,0,0,0,0
720043,4,0,0,1
360562,0,0,0,0
621406,5,0,0,0
702423,1,0,3,1
174068,0,0,0,1
792106,0,0,0,1
499640,2,0,0,0
875043,1,0,1,0
404468,0,0,0,0
772295,0,0,0,1
845482,0,0,0,0
910614,2,0,0,0
333933,0,0,0,0
107725,1,0,1,0
852185,0,0,0,1
971269,0,0,0,1
11119,0,0,1,0
392953,0,0,0,1
20975,1,0,0,0
485551,4,2,0,1
658061,0,0,0,1
690368,3,0,0,1
527374,0,0,0,1
683489,0,0,0,1
150186,0,0,0,1
861996,0,0,0,1
505284,10,0,5,0
612740,0,0,0,1
285906,0,0,0,1
3526,4,1,3,0
897340,1,0,0,1
235870,3,0,3,0
971102,0,0,0,0
25025,3,0,1,0
794286,2,0,2,0
64259,0,0,0,0
693740,0,0,0,1
230558,0,0,0,1
241965,4,0,2,0
989945,0,0,0,0
302233,1,0,2,1
987839,0,0,0,1
450776,3,1,2,0
987471,3,0,0,0
56391,4,0,5,0
783556,0,0,0,1
921160,0,0,0,0
319701,0,0,0,1
352416,0,0,0,0
780703,2,0,5,0
629596,0,1,2,1
692471,1,0,0,0
580439,3,0,0,0
424392,7,1,1,0
119547,0,0,0,0
886405,4,1,1,0
369977,0,0,0,0
68534,3,0,0,0
459875,0,1,1,0
754494,0,0,0,1
175718,3,1,3,0
3004,2,1,2,0
950709,0,0,3,0
560739,0,0,0,1
501805,1,2,6,0
787446,0,0,1,0
804227,2,0,3,1
456117,3,0,3,0
394049,1,0,0,1
723464,2,0,3,0
152145,0,0,0,1
582771,0,1,0,0
183084,1,0,2,1
487840,4,1,1,0
225410,3,1,7,0
318668,1,0,1,0
61366,1,0,0,1
229858,0,0,0,1
349332,0,0,0,1
304669,1,0,1,0
113911,2,0,1,0
999634,3,0,3,0
229092,0,0,0,1
544815,0,0,0,1
863514,0,0,2,0
394693,2,0,0,1
799026,1,0,0,0
684265,3,0,2,0
821544,0,0,0,1
918079,0,0,0,1
52584,1,0,0,0
539433,0,0,0,1
301476,0,0,0,0
52434,3,0,0,0
430430,0,0,0,1
243166,0,0,0,0
585805,0,0,0,1
338722,1,0,1,0
991298,1,2,1,0
179037,5,0,3,0
796132,1,1,0,0
653167,0,0,0,0
8023,4,0,2,0
979569,0,0,0,1
124969,3,2,3,0
958920,3,1,1,0
85377,1,0,1,0
273042,0,2,0,0
50734,0,0,0,1
698147,0,0,0,1
126485,0,0,0,0
583128,3,0,3,0
56973,0,0,0,0
430480,0,0,0,1
107735,8,0,4,0
88159,0,0,0,0
315441,0,0,0,1
728786,4,0,2,0
196793,3,0,2,0
119568,0,0,0,0
506311,1,0,4,0
379364,3,0,2,0
575492,0,0,2,0
754176,1,0,1,0
17198,0,0,0,0
392570,2,1,2,1
555274,0,0,0,0
543431,0,0,0,0
77676,0,0,1,0
4199,2,0,2,0
504565,0,0,0,1
930350,3,0,4,0
380681,0,0,0,0
89171,0,0,0,0
655609,0,0,0,1
285118,1,1,3,0
957571,0,0,0,0
527444,0,0,0,1
291974,7,1,1,0
757656,0,0,0,1
474539,3,0,0,0
39393,2,0,0,0
448500,0,1,5,0
168210,3,0,2,0
293414,3,1,0,0
987686,5,0,5,0
90377,4,0,1,0
961510,0,0,0,1
940764,2,0,1,0
484012,0,0,0,1
543794,0,0,0,1
975005,0,0,0,1
810066,1,1,0,0
875302,1,0,0,0
471505,4,0,2,0
596870,5,1,3,0
256936,3,1,7,0
708087,0,0,0,1
297877,0,0,1,0
362618,4,1,7,0
742122,0,0,0,1
466641,1,0,1,0
913740,0,0,0,0
810638,2,1,0,0
156883,1,1,2,0
920995,2,0,0,1
918219,0,0,0,1
403373,4,1,3,0
688045,1,0,1,0
205298,0,0,5,0
902646,2,0,1,0
634221,3,0,0,0
638975,0,0,1,0
33022,0,1,5,0
410028,6,0,3,0
932163,5,1,5,0
740024,0,0,0,1
210356,0,0,0,1
928462,9,1,5,0
76372,1,0,2,1
555049,0,0,0,1
497652,4,0,0,0
899312,0,0,0,1
950731,0,0,0,0
236351,0,0,1,0
32500,0,1,0,0
808629,0,0,0,1
838435,7,1,2,0
532912,1,1,1,0
542130,2,2,3,0
450129,5,1,1,0
695062,2,1,1,0
288263,2,0,3,0
48803,0,0,0,0
995592,2,0,2,0
660862,1,0,1,0
449821,3,0,1,0
56322,0,0,0,1
616720,0,0,1,0
261156,0,0,0,0
443277,0,1,2,0
723400,2,2,1,0
604099,3,0,6,0
765690,0,0,0,0
128270,0,0,0,0
753061,0,0,0,0
826642,0,0,0,1
920132,0,0,0,0
664407,2,0,1,1
555224,5,2,0,0
257691,3,1,5,0
230575,1,1,0,0
501841,0,0,3,0
825504,0,0,0,1
758277,0,0,0,1
27119,0,0,0,1
980778,0,0,0,0
381,3,0,0,0
122326,0,0,0,1
434285,0,0,0,1
612545,0,0,0,0
348325,0,0,0,1
608974,0,1,1,0
848442,0,0,0,1
718343,5,1,6,0
529364,3,0,0,1
180078,2,1,2,0
674553,0,0,0,0
263926,0,0,0,1
104366,0,1,1,0
748101,0,0,1,1
769972,1,2,5,0
759594,4,0,0,0
524877,0,0,0,0
222065,0,0,0,1
501483,0,0,0,0
313291,2,0,3,0
545223,0,0,3,0
227825,2,0,0,0
727008,0,0,0,0
368897,0,0,1,0
341327,1,0,5,0
10147,2,0,1,0
31121,0,0,0,0
418784,0,0,0,1
144248,0,0,6,0
757438,0,0,0,1
344845,0,0,0,0
174366,0,0,2,0
964266,1,0,2,0
771373,0,0,0,1
91893,1,0,2,0
408687,4,1,1,0
264527,0,0,0,1
470664,0,0,0,1
999797,13,3,1,0
767467,6,0,6,0
879915,4,3,4,0
36667,4,0,1,0
528001,2,1,4,0
438788,2,0,1,0
260851,0,0,0,1
868143,0,0,0,1
709357,1,0,0,0
209441,0,0,0,0
209518,0,0,0,1
842504,2,0,1,0
785920,0,0,0,0
120348,3,0,2,0
550531,0,0,5,0
756417,0,0,1,0
579525,1,1,2,0
967747,0,0,0,0
477129,0,0,0,1
203357,12,0,2,0
390289,1,0,1,1
178836,0,0,0,0
469772,0,0,0,1
73606,1,0,4,0
66601,0,0,0,0
672971,4,1,5,0
111201,8,2,4,1
208114,0,0,0,1
404131,0,0,1,0
183837,1,0,0,0
292035,0,0,0,0
86029,0,0,0,0
756320,3,1,1,0
941602,0,0,0,0
43075,2,0,3,0
91798,0,0,0,0
692983,0,0,0,1
710197,0,1,2,0
706607,2,1,3,0
839869,1,0,2,0
109870,0,0,0,0
800779,0,1,0,0
424112,6,0,1,0
245774,3,0,6,0
907904,0,0,0,0
912419,1,0,0,0
49143,1,1,0,0
64244,1,0,1,0
718508,1,0,2,0
44221,2,0,0,0
184419,0,0,0,1
582054,1,1,0,0
564116,9,1,6,0
616000,1,0,4,0
926334,0,0,0,0
105174,0,0,0,1
538631,0,0,0,1
627921,0,0,0,1
256276,0,0,0,1
230441,0,0,0,0
460018,0,0,0,0
57578,4,0,4,0
967436,3,0,1,0
338816,1,1,4,0
774925,0,0,1,0
259369,0,0,0,1
859256,0,0,0,0
396832,0,0,0,0
988193,0,0,0,1
919194,8,0,3,0
905984,4,0,1,0
144603,0,0,0,0
863765,4,1,0,1
766660,0,0,1,0
246688,0,0,0,1
105220,0,0,0,1
70559,1,0,2,1
755650,5,2,1,0
713565,1,0,1,1
382661,4,1,1,0
329019,0,0,0,1
325157,0,0,0,1
351086,1,0,1,0
916877,0,0,0,1
592421,0,0,0,1
79334,1,0,1,0
107434,0,0,2,0
352278,0,0,0,1
635281,0,0,0,0
609931,2,1,0,0
234077,1,1,0,0
220413,4,0,2,0
708052,3,0,3,0
470782,1,0,3,0
347235,0,0,0,1
46195,2,3,0,0
392766,7,2,0,0
617236,3,1,3,0
397198,0,0,0,1
142274,1,1,2,0
788520,0,1,0,0
228270,2,1,1,0
441183,0,1,1,0
172025,0,0,0,0
973588,1,0,0,0
920305,0,0,0,0
479156,4,1,3,0
72382,0,0,1,0
420705,1,0,1,0
683632,10,1,5,0
345626,0,0,1,1
698069,0,0,1,1
427399,11,1,0,0
208179,4,2,0,0
144092,0,0,0,1
806915,0,0,1,0
746285,11,2,0,0
16453,0,0,0,1
909598,3,1,1,0
874042,0,0,0,0
395393,2,0,0,0
866220,1,0,1,0
566194,0,0,0,0
713543,0,0,0,1
261544,1,1,1,0
824388,5,0,1,0
667200,0,0,0,1
305899,0,0,0,0
393296,5,1,2,1
663564,0,0,0,1
51511,1,0,0,1
211111,0,0,0,0
259300,2,0,0,0
777000,0,0,0,0
637214,2,0,2,0
708283,0,0,0,0
691130,4,0,3,0
949343,0,0,0,0
477517,0,0,0,0
327169,2,0,5,0
3038,0,1,0,1
976721,2,0,4,0
613650,0,0,0,1
606934,1,1,2,0
176701,4,0,2,0
92066,0,0,1,0
786751,0,0,0,1
469570,0,0,0,0
193047,0,0,2,1
158868,3,2,2,0
618377,1,0,1,0
528757,0,0,0,0
894394,0,0,0,1
437274,0,0,0,1
199021,2,0,1,0
168157,3,0,0,1
854391,0,0,1,0
241375,1,1,2,1
95758,2,0,1,0
367304,1,0,5,0
887498,1,0,0,0
530813,0,0,0,0
830031,0,0,0,0
204523,0,0,0,1
608476,0,0,0,1
45047,1,0,0,0
79370,2,0,1,0
705399,0,0,0,0
156210,0,0,0,0
967355,2,0,0,0
850182,0,0,0,1
824222,8,0,4,0
680648,0,0,0,1
504743,1,0,0,0
170462,1,1,2,0
88005,0,0,0,1
534218,2,1,0,0
529067,0,0,0,0
394432,0,0,0,1
611173,0,0,3,0
43148,0,0,2,0
806364,2,1,1,0
302852,9,1,1,0
460696,0,0,0,0
310939,0,0,0,0
348388,3,2,1,0
410310,2,0,2,0
472338,1,2,5,0
256261,0,0,0,1
673825,1,1,1,1
444425,0,0,0,0
334093,0,0,1,1
410504,0,0,0,0
439105,0,0,0,1
81569,2,1,3,0
672216,1,0,1,1
928771,2,0,1,0
254028,2,0,4,1
5473,2,1,2,0
66960,0,0,1,0
329085,5,2,2,0
946706,0,0,0,1
917659,1,0,0,0
32551,0,0,0,1
134194,2,1,0,0
8388,2,0,1,0
838006,0,0,0,1
384021,0,0,0,1
207547,0,0,1,0
85773,3,1,4,1
789542,0,1,2,1
154109,4,0,1,0
482232,0,0,0,1
37552,1,0,3,0
256743,7,0,2,0
731314,1,0,3,0
317920,2,1,1,0
501906,2,0,1,0
837820,1,1,0,0
459931,1,0,3,0
63648,1,0,0,1
487378,3,0,2,0
87522,0,0,0,0
719772,0,0,0,0
315745,0,0,0,0
85714,0,0,1,0
189455,0,0,0,0
379039,1,0,1,0
205417,8,1,2,0
643618,0,0,0,0
227900,0,0,0,0
958732,0,0,0,1
522707,4,0,4,0
647491,1,2,1,0
636886,0,0,0,1
956165,0,0,0,1
582975,2,0,1,0
801201,0,0,0,1
602525,0,0,0,1
795747,6,3,1,0
304304,3,0,2,0
761953,8,1,9,0
94241,1,0,0,0
774917,2,0,0,1
692522,9,0,2,0
229265,1,0,4,0
516195,1,0,0,0
632980,0,1,0,0
570724,4,0,0,0
486983,2,1,0,0
40228,2,0,0,1
788956,6,1,2,0
841372,2,0,2,0
958076,0,0,0,0
642092,3,0,2,0
829408,0,0,0,0
