vehicle_id,vehicle_year_after_2015,vehicle_type
243888,True,sedan
605896,True,sedan
871858,True,sedan
319494,True,sedan
959164,True,sedan
675192,True,sedan
546719,True,sports car
96803,True,sedan
37956,True,sedan
739932,True,sedan
103308,True,sedan
824793,True,sedan
487034,True,sedan
253078,True,sports car
587387,True,sedan
334556,True,sedan
732295,True,sedan
933941,True,sedan
871263,True,sedan
864717,True,sedan
565346,True,sedan
718626,True,sedan
921816,True,sedan
431031,True,sedan
200636,True,sedan
22475,True,sedan
254814,True,sedan
799392,True,sedan
408048,True,sedan
312015,True,sedan
280243,True,sedan
161784,True,sedan
979772,True,sedan
297613,True,sedan
178142,True,sedan
622497,True,sedan
342957,True,sedan
821985,True,sedan
810334,True,sedan
818305,True,sedan
586430,True,sedan
662672,True,sedan
770081,True,sedan
787457,True,sedan
527739,True,sedan
571298,True,sedan
701289,True,sports car
879256,True,sedan
649732,True,sedan
855779,True,sedan
625532,True,sedan
3025,True,sedan
683267,True,sedan
969959,True,sedan
912505,True,sedan
298912,True,sedan
336753,True,sedan
667341,True,sedan
790649,True,sedan
967869,True,sports car
806032,True,sedan
648666,True,sedan
21860,True,sedan
983493,True,sedan
916881,True,sedan
381852,True,sedan
937208,True,sedan
95412,True,sedan
157650,True,sedan
84004,True,sedan
46700,True,sedan
650982,True,sedan
495635,True,sedan
471169,True,sedan
725883,True,sedan
425246,True,sedan
887542,True,sedan
541272,True,sedan
826670,True,sedan
574624,True,sedan
453895,True,sedan
111851,True,sports car
47628,True,sedan
708828,True,sedan
819883,True,sedan
232634,True,sedan
892258,True,sedan
243010,True,sedan
368602,True,sedan
623636,True,sedan
757103,True,sedan
375862,True,sedan
732956,True,sedan
774402,True,sedan
656626,True,sedan
816938,True,sedan
440294,True,sedan
792276,True,sedan
951251,True,sedan
395570,True,sedan
736323,True,sedan
725583,True,sedan
954412,True,sedan
931629,True,sedan
255230,True,sedan
31403,True,sedan
136957,True,sedan
58535,True,sedan
592584,True,sedan
263154,True,sedan
842364,True,sedan
687419,True,sedan
306684,True,sedan
883009,True,sedan
74704,True,sedan
142973,True,sedan
100513,True,sedan
984062,True,sedan
538916,True,sedan
881409,True,sedan
967125,True,sedan
530396,True,sedan
456215,True,sedan
464357,True,sports car
28229,True,sedan
577557,True,sedan
29218,True,sedan
850080,True,sedan
851438,True,sedan
75241,True,sedan
292051,True,sedan
155114,True,sedan
786259,True,sedan
444073,True,sedan
55182,True,sedan
611274,True,sedan
97079,True,sedan
178185,True,sedan
857849,True,sports car
26255,True,sedan
787417,True,sedan
993623,True,sedan
372474,True,sedan
106981,True,sedan
220243,True,sedan
784778,True,sedan
278151,True,sedan
481388,True,sedan
827198,True,sedan
55712,True,sedan
748080,True,sedan
877703,True,sedan
402240,True,sedan
191449,True,sedan
304034,True,sedan
915799,True,sedan
580249,True,sedan
166102,True,sedan
455260,True,sedan
137502,True,sedan
147076,True,sedan
447397,True,sedan
968169,True,sedan
573424,True,sedan
94746,True,sedan
858153,True,sedan
658967,True,sedan
829242,True,sedan
57521,True,sedan
389871,True,sedan
766476,True,sedan
37701,True,sedan
678182,True,sedan
357428,True,sports car
16345,True,sedan
380072,True,sedan
202978,True,sedan
444245,True,sedan
672478,True,sedan
284939,True,sedan
385568,True,sports car
769261,True,sedan
559890,True,sedan
326316,True,sedan
574525,True,sedan
44924,True,sedan
877892,True,sedan
790141,True,sedan
236395,True,sedan
856269,True,sedan
979902,True,sedan
734217,True,sedan
103367,True,sedan
946258,True,sedan
108490,True,sedan
35975,True,sedan
286318,True,sedan
333970,True,sedan
145697,True,sedan
826708,True,sedan
334482,True,sedan
803266,True,sedan
19261,True,sedan
291075,True,sports car
433426,True,sedan
289772,True,sedan
927179,True,sedan
976974,True,sedan
615312,True,sedan
456321,True,sedan
775,True,sedan
620196,True,sedan
510560,True,sedan
631945,True,sedan
457682,True,sedan
202964,True,sedan
2375,True,sedan
730415,True,sports car
749543,True,sports car
930990,True,sedan
455333,True,sedan
738554,True,sedan
378210,True,sedan
772502,True,sedan
994772,True,sedan
881849,True,sedan
39296,True,sedan
603433,True,sedan
882026,True,sedan
238126,True,sedan
110747,True,sedan
402988,True,sedan
65338,True,sedan
322984,True,sedan
124236,True,sedan
245004,True,sedan
942949,True,sedan
877595,True,sedan
623455,True,sedan
138425,True,sedan
125702,True,sedan
911755,True,sedan
297583,True,sedan
351854,True,sedan
908318,True,sedan
801470,True,sedan
843505,True,sedan
74575,True,sedan
670220,True,sports car
551000,True,sedan
741897,True,sedan
483174,True,sedan
131420,True,sedan
271098,True,sedan
511051,True,sedan
985811,True,sedan
85826,True,sedan
733410,True,sedan
701507,True,sedan
760210,True,sedan
420204,True,sedan
856867,True,sedan
899785,True,sedan
3396,True,sedan
442295,True,sedan
860165,True,sedan
3643,True,sedan
732109,True,sedan
906608,True,sedan
393826,True,sedan
189740,True,sedan
532841,True,sedan
853929,True,sedan
43773,True,sedan
748793,True,sedan
664908,True,sedan
119593,True,sports car
966113,True,sedan
89090,True,sedan
931351,True,sedan
538716,True,sedan
812013,True,sedan
736366,True,sedan
496206,True,sedan
263890,True,sedan
373953,True,sedan
412526,True,sedan
868060,True,sedan
629030,True,sports car
902206,True,sedan
586895,True,sedan
432813,True,sedan
412666,True,sedan
857882,True,sedan
169712,True,sedan
805808,True,sedan
382504,True,sedan
800261,True,sedan
457638,True,sedan
594430,True,sedan
793952,True,sedan
20645,True,sedan
708649,True,sedan
830889,True,sedan
724739,True,sports car
33697,True,sedan
435205,True,sedan
496098,True,sedan
20669,True,sedan
527774,True,sedan
404128,True,sedan
439480,True,sedan
621010,True,sedan
353690,True,sedan
112838,True,sedan
190804,True,sedan
663470,True,sedan
629803,True,sedan
84243,True,sedan
899894,True,sedan
758470,True,sedan
517351,True,sedan
812159,True,sedan
313107,True,sedan
981198,True,sedan
144973,True,sedan
674108,True,sedan
107843,True,sedan
118824,True,sedan
309430,True,sedan
211543,True,sedan
994291,True,sports car
997014,True,sedan
517032,True,sedan
597978,True,sedan
45019,True,sedan
462574,True,sedan
962015,True,sedan
253678,True,sedan
692697,True,sedan
929521,True,sedan
964716,True,sedan
563264,True,sedan
129280,True,sedan
415020,True,sedan
429468,True,sedan
679338,True,sedan
451103,True,sedan
932826,True,sedan
765652,True,sports car
186,True,sedan
62930,True,sports car
197936,True,sedan
236019,True,sedan
184376,True,sedan
186552,True,sedan
519425,True,sedan
108122,True,sedan
936450,True,sedan
529009,True,sedan
833844,True,sedan
91848,True,sedan
960784,True,sedan
342618,True,sedan
453418,True,sedan
172677,True,sedan
350213,True,sedan
427060,True,sedan
202943,True,sedan
551323,True,sedan
38580,True,sedan
193387,True,sedan
26228,True,sedan
135509,True,sedan
818522,True,sedan
372874,True,sedan
540632,True,sedan
45157,True,sedan
70979,True,sedan
668552,True,sedan
621262,True,sedan
976455,True,sedan
816614,True,sedan
558961,True,sedan
840221,True,sedan
659990,True,sedan
518694,True,sedan
305388,True,sedan
965555,True,sedan
589113,True,sedan
992359,True,sedan
956388,True,sedan
752140,True,sedan
148832,True,sedan
789148,True,sedan
849512,True,sports car
9905,True,sedan
989673,True,sedan
34367,True,sedan
894225,True,sedan
415401,True,sedan
746070,True,sedan
588914,True,sedan
963221,True,sedan
162234,True,sedan
278500,True,sedan
869386,True,sedan
163162,True,sedan
202791,True,sedan
970398,True,sports car
428267,True,sedan
894548,True,sedan
822297,True,sedan
776868,True,sedan
247573,True,sedan
625221,True,sedan
158028,True,sedan
10217,True,sedan
498650,True,sedan
897708,True,sedan
361846,True,sedan
714908,True,sedan
938070,True,sedan
474190,True,sedan
944620,True,sedan
66528,True,sedan
93756,True,sports car
938705,True,sports car
481169,True,sedan
890778,True,sedan
275062,True,sedan
958992,True,sedan
84982,True,sedan
1924,True,sedan
148601,True,sedan
164381,True,sedan
215945,True,sedan
472589,True,sedan
67880,True,sedan
873673,True,sedan
152123,True,sedan
489823,True,sedan
336494,True,sedan
972020,True,sedan
260201,True,sedan
928536,True,sedan
615428,True,sedan
112063,True,sedan
172803,True,sedan
54408,True,sedan
10119,True,sedan
575992,True,sedan
525723,True,sedan
75918,True,sedan
222805,True,sedan
337651,True,sedan
610663,True,sedan
514238,True,sedan
821534,True,sedan
127550,True,sedan
509284,True,sedan
639522,True,sedan
979350,True,sedan
396727,True,sedan
512169,True,sedan
677467,True,sedan
725657,True,sedan
364101,True,sedan
912887,True,sedan
265974,True,sedan
134867,True,sedan
419303,True,sedan
161165,True,sedan
491650,True,sedan
268752,True,sedan
454701,True,sedan
568053,True,sedan
294350,True,sedan
337986,True,sedan
77771,True,sedan
573078,True,sedan
214200,True,sedan
962680,True,sedan
720043,True,sedan
360562,True,sedan
621406,True,sedan
702423,True,sedan
174068,True,sports car
792106,True,sedan
499640,True,sedan
875043,True,sedan
404468,True,sedan
772295,True,sedan
845482,True,sedan
910614,True,sedan
333933,True,sedan
107725,True,sedan
852185,True,sedan
971269,True,sedan
11119,True,sedan
392953,True,sedan
20975,True,sedan
485551,True,sedan
658061,True,sedan
690368,True,sedan
527374,True,sedan
683489,True,sedan
150186,True,sedan
861996,True,sedan
505284,True,sedan
612740,True,sedan
285906,True,sedan
3526,True,sedan
897340,True,sedan
235870,True,sedan
971102,True,sedan
25025,True,sports car
794286,True,sedan
64259,True,sedan
693740,True,sports car
230558,True,sedan
241965,True,sedan
989945,True,sedan
302233,True,sedan
987839,True,sedan
450776,True,sedan
987471,True,sedan
56391,True,sedan
783556,True,sedan
921160,True,sedan
319701,True,sedan
352416,True,sedan
780703,True,sedan
629596,True,sedan
692471,True,sedan
580439,True,sedan
424392,True,sedan
119547,True,sedan
886405,True,sedan
369977,True,sedan
68534,True,sedan
459875,True,sedan
754494,True,sedan
175718,True,sedan
3004,True,sedan
950709,True,sedan
560739,True,sedan
501805,True,sedan
787446,True,sedan
804227,True,sedan
456117,True,sedan
394049,True,sedan
723464,True,sedan
152145,True,sedan
582771,True,sedan
183084,True,sedan
487840,True,sedan
225410,True,sedan
318668,True,sports car
61366,True,sedan
229858,True,sedan
349332,True,sedan
304669,True,sedan
113911,True,sedan
999634,True,sedan
229092,True,sedan
544815,True,sedan
863514,True,sedan
394693,True,sedan
799026,True,sports car
684265,True,sedan
821544,True,sedan
918079,True,sedan
52584,True,sports car
539433,True,sedan
301476,True,sedan
52434,True,sedan
430430,True,sedan
243166,True,sedan
585805,True,sedan
338722,True,sports car
991298,True,sedan
179037,True,sedan
796132,True,sedan
653167,True,sedan
8023,True,sedan
979569,True,sedan
124969,True,sedan
958920,True,sedan
85377,True,sedan
273042,True,sedan
50734,True,sedan
698147,True,sedan
126485,True,sedan
583128,True,sedan
56973,True,sedan
430480,True,sedan
107735,True,sedan
88159,True,sedan
315441,True,sedan
728786,True,sedan
196793,True,sedan
119568,True,sedan
506311,True,sedan
379364,True,sedan
575492,True,sedan
754176,True,sedan
17198,True,sedan
392570,True,sedan
555274,True,sedan
543431,True,sedan
77676,True,sedan
4199,True,sedan
504565,True,sports car
930350,True,sedan
380681,True,sedan
89171,True,sedan
655609,True,sedan
285118,True,sedan
957571,True,sedan
527444,True,sedan
291974,True,sedan
757656,True,sedan
474539,True,sedan
39393,True,sedan
448500,True,sedan
168210,True,sedan
293414,True,sedan
987686,True,sedan
90377,True,sedan
961510,True,sedan
940764,True,sedan
484012,True,sedan
543794,True,sedan
975005,True,sedan
810066,True,sedan
875302,True,sedan
471505,True,sedan
596870,True,sedan
256936,True,sedan
708087,True,sedan
297877,True,sedan
362618,True,sedan
742122,True,sedan
466641,True,sports car
913740,True,sedan
810638,True,sedan
156883,True,sedan
920995,True,sedan
918219,True,sedan
403373,True,sedan
688045,True,sedan
205298,True,sports car
902646,True,sedan
634221,True,sports car
638975,True,sedan
33022,True,sedan
410028,True,sedan
932163,True,sedan
740024,True,sedan
210356,True,sedan
928462,True,sedan
76372,True,sedan
555049,True,sedan
497652,True,sedan
899312,True,sedan
950731,True,sedan
236351,True,sedan
32500,True,sedan
808629,True,sedan
838435,True,sedan
532912,True,sedan
542130,True,sedan
450129,True,sedan
695062,True,sedan
288263,True,sedan
48803,True,sedan
995592,True,sedan
660862,True,sedan
449821,True,sedan
56322,True,sedan
616720,True,sedan
261156,True,sedan
443277,True,sports car
723400,True,sedan
604099,True,sports car
765690,True,sedan
128270,True,sedan
753061,True,sedan
826642,True,sedan
920132,True,sedan
664407,True,sedan
555224,True,sedan
257691,True,sedan
230575,True,sedan
501841,True,sedan
825504,True,sports car
758277,True,sedan
27119,True,sedan
980778,True,sedan
381,True,sedan
122326,True,sedan
434285,True,sedan
612545,True,sedan
348325,True,sedan
608974,True,sports car
848442,True,sedan
718343,True,sedan
529364,True,sedan
180078,True,sedan
674553,True,sedan
263926,True,sedan
104366,True,sedan
748101,True,sedan
769972,True,sedan
759594,True,sedan
524877,True,sedan
222065,True,sedan
501483,True,sports car
313291,True,sedan
545223,True,sedan
227825,True,sedan
727008,True,sedan
368897,True,sedan
341327,True,sedan
10147,True,sedan
31121,True,sedan
418784,True,sedan
144248,True,sedan
757438,True,sedan
344845,True,sedan
174366,True,sedan
964266,True,sedan
771373,True,sedan
91893,True,sedan
408687,True,sedan
264527,True,sedan
470664,True,sedan
999797,True,sports car
767467,True,sedan
879915,True,sedan
36667,True,sedan
528001,True,sedan
438788,True,sedan
260851,True,sedan
868143,True,sedan
709357,True,sedan
209441,True,sedan
209518,True,sedan
842504,True,sedan
785920,True,sedan
120348,True,sedan
550531,True,sedan
756417,True,sedan
579525,True,sports car
967747,True,sedan
477129,True,sedan
203357,True,sedan
390289,True,sedan
178836,True,sedan
469772,True,sedan
73606,True,sedan
66601,True,sedan
672971,True,sedan
111201,True,sedan
208114,True,sedan
404131,True,sedan
183837,True,sedan
292035,True,sedan
86029,True,sedan
756320,True,sedan
941602,True,sedan
43075,True,sedan
91798,True,sedan
692983,True,sedan
710197,True,sedan
706607,True,sedan
839869,True,sedan
109870,True,sedan
800779,True,sedan
424112,True,sedan
245774,True,sedan
907904,True,sedan
912419,True,sedan
49143,True,sedan
64244,True,sedan
718508,True,sedan
44221,True,sedan
184419,True,sedan
582054,True,sedan
564116,True,sedan
616000,True,sedan
926334,True,sedan
105174,True,sedan
538631,True,sedan
627921,True,sedan
256276,True,sedan
230441,True,sedan
460018,True,sedan
57578,True,sedan
967436,True,sedan
338816,True,sedan
774925,True,sedan
259369,True,sedan
859256,True,sedan
396832,True,sedan
988193,True,sedan
919194,True,sedan
905984,True,sedan
144603,True,sedan
863765,True,sedan
766660,True,sedan
246688,True,sedan
105220,True,sedan
70559,True,sedan
755650,True,sedan
713565,True,sedan
382661,True,sedan
329019,True,sedan
325157,True,sedan
351086,True,sedan
916877,True,sedan
592421,True,sedan
79334,True,sedan
107434,True,sedan
352278,True,sedan
635281,True,sedan
609931,True,sedan
234077,True,sedan
220413,True,sedan
708052,True,sedan
470782,True,sedan
347235,True,sedan
46195,True,sedan
392766,True,sedan
617236,True,sports car
397198,True,sedan
142274,True,sedan
788520,True,sedan
228270,True,sedan
441183,True,sports car
172025,True,sedan
973588,True,sedan
920305,True,sedan
479156,True,sedan
72382,True,sedan
420705,True,sedan
683632,True,sedan
345626,True,sedan
698069,True,sedan
427399,True,sports car
208179,True,sedan
144092,True,sedan
806915,True,sedan
746285,True,sedan
16453,True,sedan
909598,True,sedan
874042,True,sedan
395393,True,sedan
866220,True,sedan
566194,True,sports car
713543,True,sedan
261544,True,sports car
824388,True,sedan
667200,True,sedan
305899,True,sedan
393296,True,sedan
663564,True,sedan
51511,True,sedan
211111,True,sedan
259300,True,sedan
777000,True,sedan
637214,True,sedan
708283,True,sedan
691130,True,sedan
949343,True,sedan
477517,True,sedan
327169,True,sedan
3038,True,sedan
976721,True,sedan
613650,True,sedan
606934,True,sedan
176701,True,sedan
92066,True,sedan
786751,True,sports car
469570,True,sedan
193047,True,sedan
158868,True,sedan
618377,True,sedan
528757,True,sedan
894394,True,sedan
437274,True,sedan
199021,True,sedan
168157,True,sedan
854391,True,sedan
241375,True,sedan
95758,True,sedan
367304,True,sedan
887498,True,sedan
530813,True,sedan
830031,True,sedan
204523,True,sedan
608476,True,sedan
45047,True,sedan
79370,True,sedan
705399,True,sedan
156210,True,sedan
967355,True,sedan
850182,True,sedan
824222,True,sedan
680648,True,sedan
504743,True,sedan
170462,True,sedan
88005,True,sports car
534218,True,sedan
529067,True,sedan
394432,True,sedan
611173,True,sedan
43148,True,sedan
806364,True,sedan
302852,True,sedan
460696,True,sedan
310939,True,sedan
348388,True,sedan
410310,True,sedan
472338,True,sedan
256261,True,sedan
673825,True,sports car
444425,True,sedan
334093,True,sedan
410504,True,sedan
439105,True,sedan
81569,True,sedan
672216,True,sedan
928771,True,sedan
254028,True,sedan
5473,True,sedan
66960,True,sedan
329085,True,sedan
946706,True,sedan
917659,True,sedan
32551,True,sedan
134194,True,sedan
8388,True,sports car
838006,True,sedan
384021,True,sedan
207547,True,sedan
85773,True,sedan
789542,True,sedan
154109,True,sedan
482232,True,sedan
37552,True,sedan
256743,True,sedan
731314,True,sedan
317920,True,sedan
501906,True,sedan
837820,True,sedan
459931,True,sedan
63648,True,sports car
487378,True,sedan
87522,True,sedan
719772,True,sedan
315745,True,sedan
85714,True,sedan
189455,True,sedan
379039,True,sedan
205417,True,sedan
643618,True,sedan
227900,True,sedan
958732,True,sedan
522707,True,sedan
647491,True,sedan
636886,True,sports car
956165,True,sedan
582975,True,sedan
801201,True,sedan
602525,True,sedan
795747,True,sedan
304304,True,sedan
761953,True,sedan
94241,True,sedan
774917,True,sedan
692522,True,sedan
229265,True,sedan
516195,True,sedan
632980,True,sedan
570724,True,sedan
486983,True,sedan
40228,True,sedan
788956,True,sedan
841372,True,sedan
958076,True,sedan
642092,True,sedan
829408,True,sedan
429601,True,sedan
353731,True,sedan
626051,True,sedan
733509,True,sedan
579072,True,sedan
247930,True,sedan
583619,True,sedan
261194,True,sedan
291441,True,sedan
959649,True,sedan
957656,True,sedan
39893,True,sedan
551688,True,sedan
873361,True,sedan
336163,True,sedan
875904,True,sedan
44855,True,sedan
247107,True,sedan
849205,True,sedan
693046,True,sedan
345209,True,sedan
766071,True,sedan
303044,True,sedan
741452,True,sedan
796372,True,sedan
749220,True,sedan
386712,True,sedan
146361,True,sedan
411365,True,sedan
651342,True,sedan
697130,True,sedan
424515,True,sedan
479772,True,sedan
332598,True,sedan
167119,True,sedan
819534,True,sedan
955794,True,sedan
62038,True,sedan
469767,True,sedan
50824,True,sports car
683927,True,sedan
664333,True,sedan
430557,True,sedan
150339,True,sports car
778230,True,sedan
106619,True,sedan
733619,True,sedan
711203,True,sedan
255616,True,sedan
854652,True,sedan
766854,True,sedan
827045,True,sedan
749612,True,sedan
80167,True,sports car
221234,True,sedan
596082,True,sedan
100720,True,sedan
866552,True,sedan
503181,True,sedan
436399,True,sedan
910245,True,sedan
399483,True,sedan
766429,True,sedan
560473,True,sedan
295456,True,sedan
963365,True,sedan
561813,True,sedan
447646,True,sedan
249074,True,sedan
513940,True,sports car
761223,True,sedan
261699,True,sedan
535293,True,sedan
28541,True,sedan
509716,True,sedan
548627,True,sedan
562564,True,sedan
220010,True,sedan
501359,True,sedan
218598,True,sedan
210978,True,sedan
160719,True,sedan
73781,True,sedan
123572,True,sedan
174681,True,sedan
626675,True,sedan
252367,True,sedan
219553,True,sedan
527488,True,sedan
508925,True,sedan
477198,True,sedan
971241,True,sedan
38261,True,sedan
196960,True,sedan
576583,True,sedan
968469,True,sedan
288419,True,sedan
253649,True,sedan
7893,True,sedan
998986,True,sedan
757742,True,sedan
832177,True,sedan
156807,True,sedan
734041,True,sedan
524160,True,sedan
386225,True,sedan
883104,True,sports car
727175,True,sedan
891890,True,sedan
195034,True,sedan
499069,True,sports car
135363,True,sedan
745958,True,sedan
368197,True,sedan
434797,True,sports car
354302,True,sedan
959292,True,sedan
335156,True,sedan
556971,True,sedan
451148,True,sedan
541074,True,sedan
593578,True,sedan
927572,True,sedan
600608,True,sedan
773054,True,sedan
148284,True,sedan
483232,True,sedan
694920,True,sedan
845494,True,sedan
922147,True,sedan
394677,True,sedan
831133,True,sedan
458721,True,sedan
981386,True,sedan
42168,True,sedan
902925,True,sedan
75332,True,sedan
789201,True,sedan
332784,True,sedan
249673,True,sedan
56947,True,sports car
668061,True,sedan
277229,True,sedan
325888,True,sedan
87330,True,sedan
850125,True,sedan
318800,True,sedan
914600,True,sedan
146453,True,sedan
954268,True,sedan
250336,True,sedan
8316,True,sedan
887384,True,sedan
579169,True,sports car
578045,True,sedan
695132,True,sedan
442801,True,sedan
83419,True,sedan
266664,True,sedan
48467,True,sedan
956725,True,sedan
59488,True,sports car
513565,True,sedan
855822,True,sedan
493576,True,sedan
854084,True,sedan
477066,True,sedan
468466,True,sedan
880743,True,sedan
407928,True,sedan
394404,True,sedan
910818,True,sedan
368162,True,sedan
92996,True,sedan
593823,True,sedan
573601,True,sedan
391636,True,sedan
628053,True,sedan
875379,True,sedan
934637,True,sedan
893612,True,sedan
791622,True,sedan
694795,True,sedan
126044,True,sedan
262122,True,sedan
775902,True,sedan
129481,True,sedan
834997,True,sedan
107940,True,sedan
858675,True,sedan
747580,True,sedan
332700,True,sedan
976369,True,sedan
679730,True,sedan
432058,True,sedan
740498,True,sedan
801283,True,sedan
620447,True,sedan
772315,True,sedan
805314,True,sedan
622295,True,sedan
769923,True,sedan
761062,True,sedan
602588,True,sedan
83737,True,sedan
543924,True,sports car
596744,True,sedan
240384,True,sedan
846855,True,sedan
5949,True,sedan
501875,True,sedan
196456,True,sedan
241076,True,sedan
734835,True,sedan
70698,True,sedan
148192,True,sedan
900823,True,sedan
906649,True,sedan
271782,True,sedan
451123,True,sedan
357983,True,sedan
291065,True,sedan
865832,True,sedan
37656,True,sedan
769768,True,sedan
480887,True,sedan
387428,True,sedan
330099,True,sedan
613717,True,sports car
911473,True,sedan
563175,True,sedan
887325,True,sedan
110283,True,sedan
613670,True,sedan
491511,True,sports car
210484,True,sedan
602790,True,sedan
976407,True,sedan
411490,True,sedan
657351,True,sedan
324483,True,sedan
626587,True,sedan
378356,True,sedan
461730,True,sedan
589218,True,sedan
946498,True,sedan
479118,True,sedan
744591,True,sedan
633972,True,sedan
223390,True,sedan
758891,True,sports car
736939,True,sedan
393981,True,sedan
471822,True,sedan
540570,True,sedan
505778,True,sedan
981161,True,sedan
380644,True,sedan
237309,True,sedan
576563,True,sedan
313857,True,sedan
849983,True,sedan
33096,True,sedan
820080,True,sedan
704651,True,sedan
516737,True,sports car
744557,True,sedan
884200,True,sedan
980162,True,sedan
138549,True,sedan
145781,True,sedan
884877,True,sedan
616755,True,sedan
993761,True,sports car
391958,True,sedan
235541,True,sedan
603591,True,sedan
527814,True,sedan
903819,True,sedan
610675,True,sedan
103124,True,sedan
37021,True,sedan
